   13   39
        0.7020786328        0.0107278772        0.0000000000
       -0.2827137327        0.0308012620        0.0000000000
        0.0435568064        0.0866688089        0.0000000000
       -0.0820682188       -0.0007972455        0.0000000000
        0.0448416685       -0.0844051640        0.0000000000
       -0.2835128768       -0.0332885385        0.0000000000
       -0.1059480679        0.0400405140        0.0000000000
       -0.0021486038       -0.0493469743        0.0000000000
       -0.0177472979        0.0139448705        0.0000000000
        0.0018629259       -0.0016427652        0.0000000000
       -0.0020174712        0.0000643759        0.0000000000
        0.0018180440        0.0015063937        0.0000000000
       -0.0180018084       -0.0142734148        0.0000000000
        0.0107278772        0.6913923049        0.0000000000
        0.1157366677       -0.1648957209        0.0000000000
        0.0307005277       -0.0251500687        0.0000000000
       -0.0011075130        0.0044214897        0.0000000000
       -0.0294690646       -0.0271488771        0.0000000000
       -0.1130913589       -0.1563622527        0.0000000000
       -0.0152597336       -0.3053948218        0.0000000000
        0.0025513472       -0.0254903577        0.0000000000
       -0.0197209540        0.0073989352        0.0000000000
       -0.0010426118       -0.0051101050        0.0000000000
       -0.0001015722        0.0007239208        0.0000000000
        0.0011529871       -0.0049907986        0.0000000000
        0.0189234012        0.0106063518        0.0000000000
        0.0000000000        0.0000000000        0.1466441866
        0.0000000000        0.0000000000       -0.0571094879
        0.0000000000        0.0000000000       -0.0035971929
        0.0000000000        0.0000000000       -0.0014163363
        0.0000000000        0.0000000000       -0.0035181001
        0.0000000000        0.0000000000       -0.0598094452
        0.0000000000        0.0000000000       -0.0405880308
        0.0000000000        0.0000000000       -0.0022501785
        0.0000000000        0.0000000000        0.0023375287
        0.0000000000        0.0000000000        0.0079713202
        0.0000000000        0.0000000000       -0.0007758183
        0.0000000000        0.0000000000        0.0084190581
        0.0000000000        0.0000000000        0.0036924963
       -0.2827137327        0.1157366677        0.0000000000
        0.7053715791        0.0331584644        0.0000000000
       -0.1246436437       -0.0338370770        0.0000000000
        0.0349424768       -0.0271917238        0.0000000000
       -0.0189870889        0.0274280119        0.0000000000
       -0.0491586981       -0.0207162786        0.0000000000
        0.0022397590        0.0011965352        0.0000000000
        0.0039278794       -0.0014501057        0.0000000000
       -0.2665864167       -0.1174830468        0.0000000000
        0.0033229025        0.0285481006        0.0000000000
       -0.0045875865       -0.0029994321        0.0000000000
