   12   36
        0.0235103071        0.0000000000        0.0000000000
       -0.0407457831        0.0000000000        0.0000000000
        0.0062154326        0.0000000000        0.0000000000
        0.0062154326        0.0000000000        0.0000000000
        0.0078757112        0.0000000000        0.0000000000
        0.0078757112        0.0000000000        0.0000000000
       -0.0013642896        0.0000000000        0.0000000000
       -0.0041689976        0.0000000000        0.0000000000
       -0.0041689976        0.0000000000        0.0000000000
       -0.0000794250        0.0000000000        0.0000000000
       -0.0000794250        0.0000000000        0.0000000000
       -0.0010856768        0.0000000000        0.0000000000
        0.0000000000        0.0680150041        0.0000000000
        0.0000000000       -0.0743980951        0.0000000000
        0.0000000000        0.0063289338        0.0456158333
        0.0000000000        0.0063289338       -0.0456158333
        0.0000000000       -0.0088949624       -0.0048043260
        0.0000000000       -0.0088949624        0.0048043260
        0.0000000000        0.0053121040        0.0000000000
        0.0000000000        0.0026601796       -0.0012451572
        0.0000000000        0.0026601796        0.0012451572
        0.0000000000        0.0001788756        0.0017415329
        0.0000000000        0.0001788756       -0.0017415329
        0.0000000000        0.0005249338        0.0000000000
        0.0000000000        0.0000000000        0.4155112272
        0.0000000000        0.0000000000       -0.3304717920
        0.0000000000        0.0008183552       -0.0432191557
        0.0000000000       -0.0008183552       -0.0432191557
        0.0000000000        0.0046431007        0.0023575787
        0.0000000000       -0.0046431007        0.0023575787
        0.0000000000        0.0000000000       -0.0031711340
        0.0000000000       -0.0000593588        0.0018143614
        0.0000000000        0.0000593588        0.0018143614
        0.0000000000       -0.0000881798       -0.0018677071
        0.0000000000        0.0000881798       -0.0018677071
        0.0000000000        0.0000000000       -0.0000384559
       -0.0407457831        0.0000000000        0.0000000000
        0.1413065257        0.0000000000        0.0000000000
       -0.0577532799        0.0000000000        0.0000000000
       -0.0577532799        0.0000000000        0.0000000000
       -0.0035144378        0.0000000000        0.0000000000
       -0.0035144378        0.0000000000        0.0000000000
       -0.0014904792        0.0000000000        0.0000000000
        0.0038556867        0.0000000000        0.0000000000
        0.0038556867        0.0000000000        0.0000000000
        0.0081398586        0.0000000000        0.0000000000
        0.0081398586        0.0000000000        0.0000000000
       -0.0005259186        0.0000000000        0.0000000000
        0.0000000000       -0.0743980951        0.0000000000
        0.0000000000        0.6990888588        0.0000000000
        0.0000000000       -0.2986072688        0.0343131932
        0.0000000000       -0.2986072688       -0.0343131932
        0.0000000000        0.0445419715        0.0884151247
